SpID,TAXONOMIC_NAME,Family,Class,CURRENT_SPECIES_NAME,CURRENT_TAXONOMIC_NAME,MaxLength,Trophic Level,Trophic group,Water column,Diel Activity,Habitat
4982,Petrochirus diogenes,Diogenidae,Malacostraca,Petrochirus diogenes,Petrochirus diogenes,30,,omnivore,benthic,,
4532,Petrolisthes edwardsii,Porcellanidae,Malacostraca,Petrolisthes edwardsii,Petrolisthes edwardsii,,,suspension feeders,benthic,,
2057,Petrolisthes elongatus,Porcellanidae,Malacostraca,Petrolisthes elongatus,Petrolisthes elongatus,2.1,,suspension feeders,benthic,,
2420,Petrolisthes spp.,Porcellanidae,Malacostraca,Petrolisthes spp.,Petrolisthes spp.,,,suspension feeders,benthic,,
1983,Petroscirtes breviceps,Blenniidae,Actinopterygii,Petroscirtes breviceps,Petroscirtes breviceps,11,2.1,Omnivore,benthic,Day,rock
1093,Petroscirtes fallax,Blenniidae,Actinopterygii,Petroscirtes fallax,Petroscirtes fallax,9.5,2.2,Omnivore,benthic,Day,coral
579,Petroscirtes lupus,Blenniidae,Actinopterygii,Petroscirtes lupus,Petroscirtes lupus,13,2.1,Browsing herbivore,benthic,Day,rock
1740,Petroscirtes mitratus,Blenniidae,Actinopterygii,Petroscirtes mitratus,Petroscirtes mitratus,8.5,2,Omnivore,benthic,Day,coral
1741,Petroscirtes spp.,Blenniidae,Actinopterygii,Petroscirtes spp.,Petroscirtes spp.,,,Scraping herbivore,benthic,Day,coral
6578,Petroscirtes variabilis,Blenniidae,Actinopterygii,Petroscirtes variabilis,Petroscirtes variabilis,,,Browsing herbivore,benthic,,
5409,Petrus rupestris,Sparidae,Actinopterygii,Petrus rupestris,Petrus rupestris,200,4.5,higher carnivore,Demersal,Day,rock
1858,Phalacrocorax spp.,Phalacrocoracidae,Aves,Phalacrocorax spp.,Phalacrocorax spp.,,,Higher carnivore,benthic,,
4533,Phanerodon atripes,Embiotocidae,Actinopterygii,Phanerodon atripes,Phanerodon atripes,29,3.4,Benthic invertivore,pelagic site attached,Day,rock
5277,Phanogenia gracilis,Comasteridae,Crinoidea,Phanogenia gracilis,Phanogenia gracilis,20,,suspension feeders,benthic,,
4534,Pharia pyramidata,Ophidiasteridae,Asteroidea,Pharia pyramidata,Pharia pyramidata,30,,Benthic invertivore,benthic,,
571,Phasianella australis,Phasianellidae,Gastropoda,Phasianella australis,Phasianella australis,10,,Scraping herbivore,benthic,,
729,Phasianella ventricosa,Phasianellidae,Gastropoda,Phasianella ventricosa,Phasianella ventricosa,4.9,,Scraping herbivore,benthic,,
2602,Phasianotrochus apicinus,Trochidae,Gastropoda,Phasianotrochus apicinus,Phasianotrochus apicinus,1.8,,Scraping herbivore,benthic,,
491,Phasianotrochus eximius,Trochidae,Gastropoda,Phasianotrochus eximius,Phasianotrochus eximius,4,,Scraping herbivore,benthic,,
1147,Phasianotrochus rutilus,Trochidae,Gastropoda,Phasianotrochus rutilus,Phasianotrochus rutilus,2,,Browsing herbivore,benthic,,
4535,Phataria unifascialis,Ophidiasteridae,Asteroidea,Phataria unifascialis,Phataria unifascialis,18,,Benthic invertivore,benthic,,
2615,Phenacovolva rosea,Ovulidae,Gastropoda,Phenacovolva rosea,Phenacovolva rosea,6.5,,Benthic invertivore,benthic,,
3361,Phenacovolva spp.,Ovulidae,Gastropoda,Phenacovolva spp.,Phenacovolva spp.,,,Benthic invertivore,benthic,,
6464,Pherallodus indicus,Gobiesocidae,Actinopterygii,Pherallodus indicus,Pherallodus indicus,3.5,,Benthic invertivore,benthic,,
4536,Phidiana hiltoni,Facelinidae,Gastropoda,Phidiana hiltoni,Phidiana hiltoni,5,,Benthic invertivore,benthic,,
7265,Philinopsis cyanea,Aglajidae,Gastropoda,Philinopsis speciosa,Philinopsis speciosa,8,,Benthic invertivore,benthic,,
6938,Philinopsis gardineri,Aglajidae,Gastropoda,Philinopsis gardineri,Philinopsis gardineri,,,Benthic invertivore,benthic,,
2458,Philinopsis lineolata,Aglajidae,Gastropoda,Philinopsis lineolata,Philinopsis lineolata,5,,Benthic invertivore,benthic,,
2648,Philinopsis pilsbryi,Aglajidae,Gastropoda,Philinopsis pilsbryi,Philinopsis pilsbryi,10,,Benthic invertivore,benthic,,
4537,Phimochirus californiensis,Paguridae,Malacostraca,Phimochirus californiensis,Phimochirus californiensis,,,omnivore,benthic,,
554,Phlyctenactis tuberculosa,Actiniidae,Anthozoa,Phlyctenactis tuberculosa,Phlyctenactis tuberculosa,15,,suspension feeders,benthic,,
5003,Phoca vitulina,Phocidae,Mammalia,Phoca vitulina,Phoca vitulina,190,,higher carnivore,pelagic non-site attached,Day,
5333,Pholidapus dybowskii,Stichaeidae,Actinopterygii,Pholidapus dybowskii,Pholidapus dybowskii,46,3.1,Benthic invertivore,benthic,Day,rock
6735,Pholidichthys leucotaenia,Pholidichthyidae,Actinopterygii,Pholidichthys leucotaenia,Pholidichthys leucotaenia,34,,planktivore,benthic,,
5370,Pholis crassispina,Pholidae,Actinopterygii,Pholis crassispina,Pholis crassispina,25,3.3,Planktivore,benthic,Day,rock
4538,Pholis gunnellus,Pholidae,Actinopterygii,Pholis gunnellus,Pholis gunnellus,25,3.5,Planktivore,benthic,Day,rock
4539,Pholis laeta,Pholidae,Actinopterygii,Pholis laeta,Pholis laeta,25,3.3,planktivore,benthic,Day,rock
6534,Pholis spp.,Pholidae,Actinopterygii,Pholis gunnellus [?],Pholis spp.,,,planktivore,benthic,,
5505,Photinastoma taeniatum,Calliostomatidae,Gastropoda,Photinastoma taeniatum,Photinastoma taeniatum,,,Scraping herbivore,benthic,,
1120,Phycodurus eques,Syngnathidae,Actinopterygii,Phycodurus eques,Phycodurus eques,43,3.3,Planktivore,benthic,Day,rock
1742,Phyllacanthus imperialis,Cidaridae,Echinoidea,Phyllacanthus imperialis,Phyllacanthus imperialis,14,,Scraping herbivore,benthic,,
557,Phyllacanthus irregularis,Cidaridae,Echinoidea,Phyllacanthus irregularis,Phyllacanthus irregularis,11,,Scraping herbivore,benthic,,
2732,Phyllacanthus longispinus,Cidaridae,Echinoidea,Phyllacanthus longispinus,Phyllacanthus longispinus,8,,Scraping herbivore,benthic,,
234,Phyllacanthus parvispinus,Cidaridae,Echinoidea,Phyllacanthus parvispinus,Phyllacanthus parvispinus,9,,Scraping herbivore,benthic,,
3362,Phyllacanthus spp.,Cidaridae,Echinoidea,Phyllacanthus spp.,Phyllacanthus spp.,,,Scraping herbivore,benthic,,
4540,Phyllidia carlsonhoffi,Phyllidiidae,Gastropoda,Phyllidia carlsonhoffi,Phyllidia carlsonhoffi,5,,Benthic invertivore,benthic,,
2685,Phyllidia coelestis,Phyllidiidae,Gastropoda,Phyllidia coelestis,Phyllidia coelestis,6,,Benthic invertivore,benthic,,
2687,Phyllidia elegans,Phyllidiidae,Gastropoda,Phyllidia elegans,Phyllidia elegans,6.3,,Benthic invertivore,benthic,,
3907,Phyllidia marindica,Phyllidiidae,Gastropoda,Phyllidia marindica,Phyllidia marindica,6,,Benthic invertivore,benthic,,
2684,Phyllidia ocellata,Phyllidiidae,Gastropoda,Phyllidia ocellata,Phyllidia ocellata,7,,Benthic invertivore,benthic,,
3363,Phyllidia spp.,Phyllidiidae,Gastropoda,Phyllidia spp.,Phyllidia spp.,,,Benthic invertivore,benthic,,
2686,Phyllidia varicosa,Phyllidiidae,Gastropoda,Phyllidia varicosa,Phyllidia varicosa,11.5,,Benthic invertivore,benthic,,
6338,Phyllidiella lizae,Phyllidiidae,Gastropoda,Phyllidiella lizae,Phyllidiella lizae,3.1,,Benthic invertivore,benthic,,
6593,Phyllidiella nigra,Phyllidiidae,Gastropoda,Phyllidiella nigra,Phyllidiella nigra,,,Benthic invertivore,benthic,,
2310,Phyllidiella pustulosa,Phyllidiidae,Gastropoda,Phyllidiella pustulosa,Phyllidiella pustulosa,4.5,,Benthic invertivore,benthic,,
5434,Phyllidiella rosans,Phyllidiidae,Gastropoda,Phyllidiella rosans,Phyllidiella rosans,,,Benthic invertivore,benthic,,
6583,Phyllidiella rudmani,Phyllidiidae,Gastropoda,Phyllidiella rudmani,Phyllidiella rudmani,,,Benthic invertivore,benthic,,
3364,Phyllidiella spp.,Phyllidiidae,Gastropoda,Phyllidiella spp.,Phyllidiella spp.,,,Benthic invertivore,benthic,,
6675,Phyllidiella striata,Phyllidiidae,Gastropoda,Phyllidiella striata,Phyllidiella striata,,,Benthic invertivore,benthic,,
4541,Phyllidiella zeylanica,Phyllidiidae,Gastropoda,Phyllidiella zeylanica,Phyllidiella zeylanica,8,,Benthic invertivore,benthic,,
3921,Phyllidiid spp.,Phyllidiidae,Gastropoda,Phyllidiid spp.,Phyllidiid spp.,,,Benthic invertivore,benthic,,
6741,Phyllidiopsis pipeki,Phyllidiidae,Gastropoda,Phyllidiopsis pipeki,Phyllidiopsis pipeki,,,Benthic invertivore,benthic,,
6950,Phyllodesmium poindimiei,Facelinidae,Gastropoda,Phyllodesmium poindimiei,Phyllodesmium poindimiei,,,Benthic invertivore,benthic,,
2700,Phyllodesmium serratum,Facelinidae,Gastropoda,Phyllodesmium serratum,Phyllodesmium serratum,3.5,,Benthic invertivore,benthic,,
6764,Phyllodesmium spp.,Facelinidae,Gastropoda,Phyllodesmium spp.,Phyllodesmium spp.,,,Benthic invertivore,benthic,,
6440,Phyllogobius platycephalops,Gobiidae,Actinopterygii,Phyllogobius platycephalops,Phyllogobius platycephalops,7.632458983,3.148550725,Benthic invertivore,benthic,Day,Coral
6854,Phyllonotus pomum,Muricidae,Gastropoda,Phyllonotus pomum,Phyllonotus pomum,,,Benthic invertivore,benthic,,
18,Phyllopteryx taeniolatus,Syngnathidae,Actinopterygii,Phyllopteryx taeniolatus,Phyllopteryx taeniolatus,46,3.5,Planktivore,benthic,Day,rock
1865,Phyllorhiza punctata,Mastigiidae,Scyphozoa,Phyllorhiza punctata,Phyllorhiza punctata,50,,planktivore,pelagic non-site attached,Night,
2913,Pictichromis paccagnellae,Pseudochromidae,Actinopterygii,Pictichromis paccagnellae,Pictichromis paccagnellae,7,3.5,Benthic invertivore,benthic,Night,coral
5765,Pictichromis porphyrea,Pseudochromidae,Actinopterygii,Pictichromis porphyrea,Pictichromis porphyrea,6,3.5,Benthic invertivore,benthic,Night,coral
57,Pictilabrus laticlavius,Labridae,Actinopterygii,Pictilabrus laticlavius,Pictilabrus laticlavius,30,3.5,Benthic invertivore,Demersal,Day,rock
961,Pictilabrus viridis,Labridae,Actinopterygii,Pictilabrus viridis,Pictilabrus viridis,14,3.4,Benthic invertivore,Demersal,Day,rock
2352,Pilumnus monilifer,Pilumnidae,Malacostraca,Pilumnus monilifer,Pilumnus monilifer,2,,Benthic invertivore,benthic,,
4542,Pilumnus spinifer,Pilumnidae,Malacostraca,Pilumnus spinifer,Pilumnus spinifer,2.5,,Benthic invertivore,benthic,,
2578,Pinctada margaritifera,Pteriidae,Bivalvia,Pinctada margaritifera,Pinctada margaritifera,17,,suspension feeders,benthic,,
4543,Pinctada mazatlanica,Pteriidae,Bivalvia,Pinctada mazatlanica,Pinctada mazatlanica,20,,suspension feeders,benthic,,
2579,Pinctada spp.,Pteriidae,Bivalvia,Pinctada spp.,Pinctada spp.,,,suspension feeders,benthic,,
5599,Pinguipes brasilianus,Pinguipedidae,Actinopterygii,Pinguipes brasilianus,Pinguipes brasilianus,70,3.8,Benthic invertivore,Demersal,Day,rock
5585,Pinguipes chilensis,Pinguipedidae,Actinopterygii,Pinguipes chilensis,Pinguipes chilensis,50,3.4,Benthic invertivore,Demersal,Day,rock
5577,Pinna atropurpurea,Pinnidae,Bivalvia,Pinna atropurpurea,Pinna atropurpurea,,,suspension feeders,benthic,,
553,Pinna bicolor,Pinnidae,Bivalvia,Pinna bicolor,Pinna bicolor,50,,suspension feeders,benthic,,
6882,Pinna carnea,Pinnidae,Bivalvia,Pinna carnea,Pinna carnea,,,Planktivore,benthic,,
6197,Pinna muricata,Pinnidae,Bivalvia,Pinna muricata,Pinna muricata,30,,suspension feeders,benthic,,
4544,Pinna nobilis,Pinnidae,Bivalvia,Pinna nobilis,Pinna nobilis,120,,suspension feeders,benthic,,
4545,Pinna rudis,Pinnidae,Bivalvia,Pinna rudis,Pinna rudis,105,,suspension feeders,benthic,,
5980,Pinnid spp.,Pinnidae,Bivalvia,Streptopinna spp.,Pinnid spp.,,,suspension feeders,benthic,,
6150,Pinnoctopus cordiformis,Octopodidae,Cephalopoda,Pinnoctopus cordiformis,Pinnoctopus cordiformis,,,Benthic invertivore,benthic,Night,
4546,Pisaster brevispinus,Asteriidae,Asteroidea,Pisaster brevispinus,Pisaster brevispinus,,,Benthic invertivore,benthic,,
4547,Pisaster giganteus,Asteriidae,Asteroidea,Pisaster giganteus,Pisaster giganteus,56,,Benthic invertivore,benthic,,
4548,Pisaster ochraceus,Asteriidae,Asteroidea,Pisaster ochraceus,Pisaster ochraceus,25,,Benthic invertivore,benthic,,
6079,Pisidia longicornis,Porcellanidae,Malacostraca,Pisidia longicornis,Pisidia longicornis,,,suspension feeders,benthic,,
4549,Plagiotremus azaleus,Blenniidae,Actinopterygii,Plagiotremus azaleus,Plagiotremus azaleus,10,4.4,Cleaner,benthic,Day,coral
5359,Plagiotremus ewaensis,Blenniidae,Actinopterygii,Plagiotremus ewaensis,Plagiotremus ewaensis,10.2,4.2,Benthic invertivore,benthic,Day,coral
5410,Plagiotremus goslinei,Blenniidae,Actinopterygii,Plagiotremus goslinei,Plagiotremus goslinei,6.4,4,Benthic invertivore,benthic,Day,coral
3164,Plagiotremus laudandus,Blenniidae,Actinopterygii,Plagiotremus laudandus,Plagiotremus laudandus,8,4,Cleaner,benthic,Day,coral
4550,Plagiotremus phenax,Blenniidae,Actinopterygii,Plagiotremus phenax,Plagiotremus phenax,8,4,Cleaner,benthic,Day,coral
172,Plagiotremus rhinorhynchos,Blenniidae,Actinopterygii,Plagiotremus rhinorhynchos,Plagiotremus rhinorhynchos,12,4.5,Cleaner,benthic,Day,coral
6192,Plagiotremus spp.,Blenniidae,Actinopterygii,Plagiotremus spp.,Plagiotremus spp.,,4,Benthic invertivore,benthic,Day,rock
182,Plagiotremus tapeinosoma,Blenniidae,Actinopterygii,Plagiotremus tapeinosoma,Plagiotremus tapeinosoma,14,3.8,Cleaner,benthic,Day,coral
4551,Plagiotremus townsendi,Blenniidae,Actinopterygii,Plagiotremus townsendi,Plagiotremus townsendi,6,3.8,Benthic invertivore,benthic,Day,coral
272,Plagusia chabrus,Plagusiidae,Malacostraca,Plagusia chabrus,Plagusia chabrus,7,,Benthic invertivore,benthic,,
3882,Plagusia spp.,Plagusiidae,Malacostraca,Plagusia spp.,Plagusia spp.,,,Benthic invertivore,benthic,,
2649,Plakobranchus ocellatus,Plakobranchidae,Gastropoda,Plakobranchus ocellatus,Plakobranchus ocellatus,6,,Benthic invertivore,benthic,,
1743,Platax batavianus,Ephippidae,Actinopterygii,Platax batavianus,Platax batavianus,65,3.5,Benthic invertivore,Demersal,Day,coral
6339,Platax boersii,Ephippidae,Actinopterygii,Platax boersii,Platax boersii,57.5,3.55,Benthic invertivore,pelagic site attached,Day,Coral
1744,Platax orbicularis,Ephippidae,Actinopterygii,Platax orbicularis,Platax orbicularis,50,3.3,Benthic invertivore,Demersal,Day,coral
1745,Platax pinnatus,Ephippidae,Actinopterygii,Platax pinnatus,Platax pinnatus,45,3.3,Benthic invertivore,Demersal,Day,coral
3365,Platax spp.,Ephippidae,Actinopterygii,Platax spp.,Platax spp.,,,Benthic invertivore,Demersal,Day,coral
1746,Platax teira,Ephippidae,Actinopterygii,Platax teira,Platax teira,70,4,Benthic invertivore,Demersal,Day,coral
4552,Platyactaea dovii,Xanthidae,Malacostraca,Platyactaea dovii,Platyactaea dovii,,,Benthic invertivore,benthic,,
990,Platycephalid spp.,Platycephalidae,Actinopterygii,Platycephalid spp.,Platycephalid spp.,,4.3,Higher carnivore,benthic,Night,sand
119,Platycephalus bassensis,Platycephalidae,Actinopterygii,Platycephalus bassensis,Platycephalus bassensis,46,4.3,Higher carnivore,benthic,Night,sand
2874,Platycephalus endrachtensis,Platycephalidae,Actinopterygii,Platycephalus endrachtensis,Platycephalus endrachtensis,76,3.7,Higher carnivore,benthic,Night,sand
2873,Platycephalus fuscus,Platycephalidae,Actinopterygii,Platycephalus fuscus,Platycephalus fuscus,120,4.1,Higher carnivore,benthic,Night,sand
2228,Platycephalus laevigatus,Platycephalidae,Actinopterygii,Platycephalus laevigatus,Platycephalus laevigatus,50,4.1,Benthic invertivore,benthic,Night,sand
2876,Platycephalus longispinis,Platycephalidae,Actinopterygii,Platycephalus longispinis,Platycephalus longispinis,38,3.8,higher carnivore,benthic,Night,sand
2877,Platycephalus marmoratus,Platycephalidae,Actinopterygii,Platycephalus marmoratus,Platycephalus marmoratus,36,,Higher carnivore,benthic,,
2285,Platycephalus richardsoni,Platycephalidae,Actinopterygii,Platycephalus richardsoni,Platycephalus richardsoni,65,3.9,Higher carnivore,benthic,Night,sand
991,Platycephalus speculator,Platycephalidae,Actinopterygii,Platycephalus speculator,Platycephalus speculator,90,3.9,Higher carnivore,benthic,Night,sand
5710,Platydoris formosa,Discodorididae,Gastropoda,Platydoris formosa,Platydoris formosa,,,Benthic invertivore,benthic,,
1398,Platyhelminthes spp.,(blank),(blank),Unidentified flatworm,Platyhelminthes spp.,,,,benthic,,
3871,Platyhelminthes spp.,(blank),(blank),Platyhelminthes spp.,Platyhelminthes spp.,,,Benthic invertivore,benthic,,
6777,Platyhelminthes spp.,(blank),(blank),Platyhelminth sp. [Elysia],Platyhelminthes spp.,,,,benthic,,
6790,Platyhelminthes spp.,(blank),(blank),Platyhelminth sp. [yellow spots white margin],Platyhelminthes spp.,,,,benthic,,
7100,Platyhelminthes spp.,(blank),(blank),Platyhelminthes spp. [brown camo],Platyhelminthes spp.,,,,benthic,,
5267,Plaxiphora aurata,Mopaliidae,Polyplacophora,Plaxiphora aurata,Plaxiphora aurata,,,Scraping herbivore,benthic,,
5382,Plazaster borealis,Asteriidae,Asteroidea,Plazaster borealis,Plazaster borealis,,,Benthic invertivore,benthic,,
214,Plectaster decanus,Echinasteridae,Asteroidea,Plectaster decanus,Plectaster decanus,24,,Benthic invertivore,benthic,,
2991,Plectorhinchus albovittatus,Haemulidae,Actinopterygii,Plectorhinchus albovittatus,Plectorhinchus albovittatus,100,3.9,Benthic invertivore,Demersal,Night,coral
6951,Plectorhinchus caeruleonothus,Haemulidae,Actinopterygii,Plectorhinchus caeruleonothus,Plectorhinchus caeruleonothus,100,3.79981685,Benthic invertivore,Demersal,,
1749,Plectorhinchus chaetodonoides,Haemulidae,Actinopterygii,Plectorhinchus chaetodonoides,Plectorhinchus chaetodonoides,72,3.8,Benthic invertivore,Demersal,Night,coral
2333,Plectorhinchus chrysotaenia,Haemulidae,Actinopterygii,Plectorhinchus chrysotaenia,Plectorhinchus chrysotaenia,41,3.5,Benthic invertivore,Demersal,Night,coral
5742,Plectorhinchus diagrammus,Haemulidae,Actinopterygii,Plectorhinchus diagrammus,Plectorhinchus diagrammus,40,3.4,Benthic invertivore,Demersal,Night,coral
976,Plectorhinchus flavomaculatus,Haemulidae,Actinopterygii,Plectorhinchus flavomaculatus,Plectorhinchus flavomaculatus,60,4,Benthic invertivore,Demersal,Night,coral
1750,Plectorhinchus gibbosus,Haemulidae,Actinopterygii,Plectorhinchus gibbosus,Plectorhinchus gibbosus,75,3.6,Benthic invertivore,Demersal,Night,coral
6340,Plectorhinchus lessonii,Haemulidae,Actinopterygii,Plectorhinchus lessonii,Plectorhinchus lessonii,66.33333333,3.79981685,Benthic invertivore,Demersal,Day,Coral
2992,Plectorhinchus lineatus,Haemulidae,Actinopterygii,Plectorhinchus lineatus,Plectorhinchus lineatus,72,3.9,Benthic invertivore,Demersal,Night,coral
2990,Plectorhinchus multivittatus,Haemulidae,Actinopterygii,Plectorhinchus multivittatus,Plectorhinchus multivittatus,50,4,Benthic invertivore,Demersal,Night,coral
1751,Plectorhinchus picus,Haemulidae,Actinopterygii,Plectorhinchus picus,Plectorhinchus picus,84,3.9,Benthic invertivore,Demersal,Night,coral
1752,Plectorhinchus polytaenia,Haemulidae,Actinopterygii,Plectorhinchus polytaenia,Plectorhinchus polytaenia,50,4,Benthic invertivore,Demersal,Night,coral
2993,Plectorhinchus spp.,Haemulidae,Actinopterygii,Plectorhinchus spp.,Plectorhinchus spp.,,4,Benthic invertivore,Demersal,Night,coral
6951,Plectorhinchus spp.,Haemulidae,Actinopterygii,Plectorhinchus caeruleonothus,Plectorhinchus caeruleonothus,66.33333333,3.79981685,Benthic invertivore,Demersal,,
6951,Plectorhinchus spp.,Haemulidae,Actinopterygii,Plectorhinchus caeruleonothus,Plectorhinchus caeruleonothus,100,3.79981685,Benthic invertivore,Demersal,,
6920,Plectorhinchus unicolor,Haemulidae,Actinopterygii,Plectorhinchus schotaf,Plectorhinchus schotaf,80,3.8,Benthic invertivore,Demersal,Night,Coral
1936,Plectorhinchus vittatus,Haemulidae,Actinopterygii,Plectorhinchus vittatus,Plectorhinchus vittatus,72,3.8,Benthic invertivore,Demersal,Night,coral
6795,Plectranthias nanus,Serranidae,Actinopterygii,Plectranthias nanus,Plectranthias nanus,5,,Higher carnivore,benthic,,
1753,Plectroglyphidodon dickii,Pomacentridae,Actinopterygii,Plectroglyphidodon dickii,Plectroglyphidodon dickii,11,3.4,Benthic invertivore,Demersal,Day,coral
6037,Plectroglyphidodon flaviventris,Pomacentridae,Actinopterygii,Plectroglyphidodon flaviventris,Plectroglyphidodon flaviventris,7,2.4,Benthic invertivore,Demersal,Day,coral
3742,Plectroglyphidodon imparipennis,Pomacentridae,Actinopterygii,Plectroglyphidodon imparipennis,Plectroglyphidodon imparipennis,6,3.2,Benthic invertivore,Demersal,Day,coral
1754,Plectroglyphidodon johnstonianus,Pomacentridae,Actinopterygii,Plectroglyphidodon johnstonianus,Plectroglyphidodon johnstonianus,14,3.4,Benthic invertivore,Demersal,Day,coral
1755,Plectroglyphidodon lacrymatus,Pomacentridae,Actinopterygii,Plectroglyphidodon lacrymatus,Plectroglyphidodon lacrymatus,10,2.2,Algal farmer,Demersal,Day,coral
3070,Plectroglyphidodon leucozonus,Pomacentridae,Actinopterygii,Plectroglyphidodon leucozonus,Plectroglyphidodon leucozonus,12,2,Browsing herbivore,Demersal,Day,coral
3943,Plectroglyphidodon phoenixensis,Pomacentridae,Actinopterygii,Plectroglyphidodon phoenixensis,Plectroglyphidodon phoenixensis,9,2,Benthic invertivore,Demersal,Day,coral
3944,Plectroglyphidodon spp.,Pomacentridae,Actinopterygii,Plectroglyphidodon spp.,Plectroglyphidodon spp.,,,Benthic invertivore,Demersal,Day,coral
#N/A,Plectroglyphidodon spp.,Pomacentridae,Actinopterygii,Plectroglyphidodon sp. [imparipennis],Plectroglyphidodon spp.,9.857142857,,Benthic invertivore,Demersal,Day,coral
2894,Plectropomus areolatus,Serranidae,Actinopterygii,Plectropomus areolatus,Plectropomus areolatus,73,4.5,Higher carnivore,Demersal,Day,coral
2893,Plectropomus laevis,Serranidae,Actinopterygii,Plectropomus laevis,Plectropomus laevis,125,4.1,Higher carnivore,Demersal,Day,coral
1756,Plectropomus leopardus,Serranidae,Actinopterygii,Plectropomus leopardus,Plectropomus leopardus,120,4.5,Higher carnivore,pelagic site attached,Day,coral
1757,Plectropomus maculatus,Serranidae,Actinopterygii,Plectropomus maculatus,Plectropomus maculatus,100,4.1,Higher carnivore,Demersal,Day,coral
6391,Plectropomus oligacanthus,Serranidae,Actinopterygii,Plectropomus oligacanthus,Plectropomus oligacanthus,107.6,4.230725624,Higher carnivore,Demersal,Day,Coral
4553,Plectropomus pessuliferus,Serranidae,Actinopterygii,Plectropomus pessuliferus,Plectropomus pessuliferus,120,4.3,Higher carnivore,Demersal,Day,coral
3861,Plectropomus spp.,Serranidae,Actinopterygii,Plectropomus spp.,Plectropomus spp.,,,Higher carnivore,Demersal,Day,coral
6255,Plesiops insularis,Plesiopidae,Actinopterygii,Plesiops insularis,Plesiops insularis,10.5,,Benthic invertivore,benthic,,
2236,Pleurobranchaea maculata,Pleurobranchidae,Gastropoda,Pleurobranchaea maculata,Pleurobranchaea maculata,10,,Benthic invertivore,benthic,,
6000,Pleurobranchaea spp.,Pleurobranchidae,Gastropoda,Pleurobranchaea spp.,Pleurobranchaea spp.,,,Benthic invertivore,benthic,,
3442,Pleurobranchid spp.,Pleurobranchidae,Gastropoda,Pleurobranchid spp.,Pleurobranchid spp.,,,Benthic invertivore,benthic,,
2653,Pleurobranchus hilli,Pleurobranchidae,Gastropoda,Pleurobranchus hilli,Pleurobranchus hilli,30,,Benthic invertivore,benthic,,
2654,Pleurobranchus peroni,Pleurobranchidae,Gastropoda,Pleurobranchus peroni,Pleurobranchus peroni,5,,Benthic invertivore,benthic,,
3366,Pleurobranchus spp.,Pleurobranchidae,Gastropoda,Pleurobranchus spp.,Pleurobranchus spp.,,,Benthic invertivore,benthic,,
5611,Pleuronectes schrenki,Pleuronectidae,Actinopterygii,Pseudopleuronectes schrenki,Pseudopleuronectes schrenki,50,3.2,Benthic invertivore,benthic,Night,sand
#N/A,Pleuronectes spp.,Pleuronectidae,Actinopterygii,Pleuronectes sp. [platessa],Pleuronectes spp.,100,3.15,Benthic invertivore,benthic,Night,sand
5928,Pleuronectes spp.,Pleuronectidae,Actinopterygii,Pleuronectes sp. [herzensteini cf],Pleuronectes spp.,45,3.15,Benthic invertivore,benthic,Night,sand
5083,Pleuronectid spp.,Pleuronectidae,Actinopterygii,Pleuronectid spp.,Pleuronectid spp.,,,Benthic invertivore,benthic,,
4554,Pleuronichthys coenosus,Pleuronectidae,Actinopterygii,Pleuronichthys coenosus,Pleuronichthys coenosus,36,3.2,Benthic invertivore,benthic,Night,sand
242,Pleuroploca australasia,Fasciolariidae,Gastropoda,Pleuroploca australasia,Pleuroploca australasia,15,,Benthic invertivore,benthic,,
3641,Pleuroploca filamentosa,Fasciolariidae,Gastropoda,Pleuroploca filamentosa,Pleuroploca filamentosa,7,,Benthic invertivore,benthic,,
4555,Pleuroploca princeps,Fasciolariidae,Gastropoda,Pleuroploca princeps,Pleuroploca princeps,18,,Benthic invertivore,benthic,,
6147,Pleuroploca trapezium,Fasciolariidae,Gastropoda,Pleuroploca trapezium,Pleuroploca trapezium,,,Benthic invertivore,benthic,,
3851,Pleurosicya elongata,Gobiidae,Actinopterygii,Pleurosicya elongata,Pleurosicya elongata,4,3.2,Benthic invertivore,benthic,Day,sand
7147,Pleurosicya labiata,Gobiidae,Actinopterygii,Pleurosicya labiata,Pleurosicya labiata,,,Browsing herbivore,benthic,,
6715,Pleurosicya micheli,Gobiidae,Actinopterygii,Pleurosicya micheli,Pleurosicya micheli,2.5,,Browsing herbivore,benthic,,
6680,Pleurosicya mossambica,Gobiidae,Actinopterygii,Pleurosicya mossambica,Pleurosicya mossambica,3,,Browsing herbivore,benthic,,
3406,Pleurosicya spp.,Gobiidae,Actinopterygii,Pleurosicya spp.,Pleurosicya spp.,,,Planktivore,benthic,Day,sand
6598,Plocamopherus ceylonicus,Polyceridae,Gastropoda,Plocamopherus ceylonicus,Plocamopherus ceylonicus,,,Benthic invertivore,benthic,,
2660,Plocamopherus imperialis,Polyceridae,Gastropoda,Plocamopherus imperialis,Plocamopherus imperialis,10,,Benthic invertivore,benthic,,
2661,Plocamopherus tilesii,Polyceridae,Gastropoda,Plocamopherus tilesii,Plocamopherus tilesii,6,,Benthic invertivore,benthic,,
6435,Plotosus canius,Plotosidae,Actinopterygii,Plotosus canius,Plotosus canius,25.15,3.5,Benthic invertivore,benthic,Night,Sand
